"soma_id","target_full_name","target","uniprot","entrez_gene_id","entrez_gene_symbol","dilution","col_check","uniprot_single","entrez_gene_id_single","gene_id","converted_seq_ids","intracellular","membrane","secreted"
"SL007965","Alpha-actinin-4","ACTN4","O43707","81","ACTN4",10,"PASS","O43707","81","ACTN4","seq.25057.2",TRUE,FALSE,FALSE
"SL023651","Membrane-associated phosphatidylinositol transfer protein 3","PITM3","Q9BZ71","83394","PITPNM3",10,"PASS","Q9BZ71","83394","PITPNM3","seq.25058.23",TRUE,FALSE,FALSE
"SL023202","Histone deacetylase 6","HDAC6","Q9UBN7","10013","HDAC6",10,"PASS","Q9UBN7","10013","HDAC6","seq.25059.18",TRUE,FALSE,FALSE
"SL007243","NADP-dependent malic enzyme","MAOX","P48163","4199","ME1",0.5,"PASS","P48163","4199","ME1","seq.25060.18",TRUE,FALSE,FALSE
"SL023618","Engulfment and cell motility protein 2","ELMO2","Q96JJ3","63916","ELMO2",10,"PASS","Q96JJ3","63916","ELMO2","seq.25061.8",TRUE,FALSE,FALSE
"SL016545","Type I inositol-3,4-bisphosphate 4-phosphatase","INP4A","Q96PE3","3631","INPP4A",10,"PASS","Q96PE3","3631","INPP4A","seq.25064.34",TRUE,TRUE,FALSE
"SL021471","Myosin-binding protein H","MYBPH","Q13203","4608","MYBPH",10,"PASS","Q13203","4608","MYBPH","seq.25065.22",TRUE,FALSE,FALSE
"SL023321","Glycogenin-2","GLYG2","O15488","8908","GYG2",10,"PASS","O15488","8908","GYG2","seq.25066.32",TRUE,FALSE,FALSE
"SL023235","Glutamate dehydrogenase 2, mitochondrial","DHE4","P49448","2747","GLUD2",0.5,"PASS","P49448","2747","GLUD2","seq.25068.131",TRUE,FALSE,FALSE
"SL019928","Protein-methionine sulfoxide oxidase MICAL1","MICA1","Q8TDZ2","64780","MICAL1",10,"PASS","Q8TDZ2","64780","MICAL1","seq.25070.18",TRUE,FALSE,FALSE
"SL023711","Chromodomain-helicase-DNA-binding protein 1-like","CHD1L","Q86WJ1","9557","CHD1L",10,"PASS","Q86WJ1","9557","CHD1L","seq.25072.11",TRUE,FALSE,FALSE
"SL023205","Ubiquitin conjugation factor E4 A","UBE4A","Q14139","9354","UBE4A",10,"PASS","Q14139","9354","UBE4A","seq.25073.13",TRUE,FALSE,FALSE
"SL023723","Putative glycerol kinase 5","GLPK5","Q6ZS86","256356","GK5",10,"PASS","Q6ZS86","256356","GK5","seq.25074.119",TRUE,FALSE,FALSE
"SL023758","Zinc finger and BTB domain-containing protein 10","ZBT10","Q96DT7","65986","ZBTB10",10,"PASS","Q96DT7","65986","ZBTB10","seq.25075.2",TRUE,FALSE,FALSE
"SL004927","Selenium-binding protein 1","Selenium-binding protein 1","Q13228","8991","SELENBP1",10,"PASS","Q13228","8991","SELENBP1","seq.25076.2",TRUE,FALSE,FALSE
"SL023441","Cysteine protease ATG4C","ATG4C","Q96DT6","84938","ATG4C",10,"PASS","Q96DT6","84938","ATG4C","seq.25078.13",TRUE,FALSE,FALSE
"SL023140","UDP-glucuronosyltransferase 2B15","UDB15","P54855","7366","UGT2B15",10,"PASS","P54855","7366","UGT2B15","seq.25080.16",FALSE,TRUE,FALSE
"SL023601","Protein FAM160B1","F16B1","Q5W0V3","57700","FAM160B1",10,"PASS","Q5W0V3","57700","FAM160B1","seq.25081.6",TRUE,FALSE,FALSE
"SL023201","Neural Wiskott-Aldrich syndrome protein","WASL","O00401","8976","WASL",10,"PASS","O00401","8976","WASL","seq.25082.3",TRUE,FALSE,FALSE
"SL006565","Protein diaphanous homolog 1","Diaphanous-related formin-1","O60610","1729","DIAPH1",10,"PASS","O60610","1729","DIAPH1","seq.25083.26",TRUE,FALSE,FALSE
"SL020137","Tether containing UBX domain for GLUT4","ASPC1","Q9BZE9","79058","ASPSCR1",10,"PASS","Q9BZE9","79058","ASPSCR1","seq.25085.37",TRUE,FALSE,FALSE
"SL023408","GRAM domain-containing protein 2B","GRM2B","Q96HH9","65983","GRAMD2B",10,"PASS","Q96HH9","65983","GRAMD2B","seq.25086.83",TRUE,TRUE,FALSE
"SL023578","Dystrobrevin alpha","DTNA","Q9Y4J8","1837","DTNA",10,"PASS","Q9Y4J8","1837","DTNA","seq.25087.11",TRUE,TRUE,FALSE
"SL011990","Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform","PHKA1","P46020","5255","PHKA1",10,"PASS","P46020","5255","PHKA1","seq.25088.42",TRUE,FALSE,FALSE
"SL004941","Transcription intermediary factor 1-beta","KRIP-1","Q13263","10155","TRIM28",10,"PASS","Q13263","10155","TRIM28","seq.25089.21",TRUE,FALSE,FALSE
"SL014641","SLIT-ROBO Rho GTPase-activating protein 2","FNBP2","O75044","23380","SRGAP2",10,"PASS","O75044","23380","SRGAP2","seq.25091.83",TRUE,FALSE,FALSE
"SL008265","ATP-dependent RNA helicase DDX1","DDX1","Q92499","1653","DDX1",10,"PASS","Q92499","1653","DDX1","seq.25092.32",TRUE,FALSE,FALSE
"SL023511","Vang-like protein 1","VANG1","Q8TAA9","81839","VANGL1",10,"PASS","Q8TAA9","81839","VANGL1","seq.25093.96",FALSE,TRUE,FALSE
"SL023136","Acetyl-coenzyme A synthetase, cytoplasmic","ACSA","Q9NR19","55902","ACSS2",10,"PASS","Q9NR19","55902","ACSS2","seq.25094.9",TRUE,TRUE,FALSE
"SL023702","Synphilin-1","SNCAP","Q9Y6H5","9627","SNCAIP",10,"PASS","Q9Y6H5","9627","SNCAIP","seq.25095.1",TRUE,FALSE,FALSE
"SL021470","Myosin-binding protein C, fast-type","MYPC2","Q14324","4606","MYBPC2",10,"PASS","Q14324","4606","MYBPC2","seq.25096.58",TRUE,FALSE,FALSE
"SL023615","Calcium-dependent secretion activator 2","CAPS2","Q86UW7","93664","CADPS2",10,"PASS","Q86UW7","93664","CADPS2","seq.25099.4",TRUE,FALSE,FALSE
"SL023777","C-Maf-inducing protein","CMIP","Q8IY22","80790","CMIP",10,"PASS","Q8IY22","80790","CMIP","seq.25100.11",TRUE,FALSE,FALSE
"SL023490","Elongator complex protein 1","ELP1","O95163","8518","ELP1",10,"PASS","O95163","8518","ELP1","seq.25102.23",TRUE,FALSE,FALSE
"SL023757","Vacuolar protein sorting-associated protein 53 homolog","VPS53","Q5VIR6","55275","VPS53",10,"PASS","Q5VIR6","55275","VPS53","seq.25103.45",TRUE,FALSE,FALSE
"SL015296","Transcription factor CP2-like protein 1","TF2L1","Q9NZI6","29842","TFCP2L1",10,"PASS","Q9NZI6","29842","TFCP2L1","seq.25104.10",TRUE,FALSE,FALSE
"SL013261","Eukaryotic translation initiation factor 2A","EIF2A","Q9BY44","83939","EIF2A",10,"PASS","Q9BY44","83939","EIF2A","seq.25105.70",TRUE,FALSE,FALSE
"SL013261","Eukaryotic translation initiation factor 2A","EIF2A","Q9BY44","83939","EIF2A",10,"PASS","Q9BY44","83939","EIF2A","seq.25105.87",TRUE,FALSE,FALSE
"SL023419","Arginyl-tRNA--protein transferase 1","ATE1","O95260","11101","ATE1",10,"PASS","O95260","11101","ATE1","seq.25108.6",TRUE,FALSE,FALSE
"SL019831","Exocyst complex component 7","EXOC7","Q9UPT5","23265","EXOC7",10,"PASS","Q9UPT5","23265","EXOC7","seq.25110.19",TRUE,FALSE,FALSE
"SL023062","E3 ubiquitin-protein ligase RAD18","RAD18","Q9NS91","56852","RAD18",10,"PASS","Q9NS91","56852","RAD18","seq.25111.24",TRUE,FALSE,FALSE
"SL021541","Ribosomal protein S6 kinase beta-2","KS6B2","Q9UBS0","6199","RPS6KB2",10,"PASS","Q9UBS0","6199","RPS6KB2","seq.25112.6",TRUE,FALSE,FALSE
"SL023241","TBC1 domain family member 24","TBC24","Q9ULP9","57465","TBC1D24",0.5,"PASS","Q9ULP9","57465","TBC1D24","seq.25114.256",TRUE,TRUE,FALSE
"SL011321","FH1/FH2 domain-containing protein 1","FHOD1","Q9Y613","29109","FHOD1",10,"PASS","Q9Y613","29109","FHOD1","seq.25115.21",TRUE,FALSE,FALSE
"SL023346","Coiled-coil domain-containing protein 9","CCDC9","Q9Y3X0","26093","CCDC9",10,"PASS","Q9Y3X0","26093","CCDC9","seq.25116.11",TRUE,FALSE,FALSE
"SL002742","PGM5","PGM5","Q15124","5239","PGM5",10,"PASS","Q15124","5239","PGM5","seq.25117.17",TRUE,FALSE,FALSE
"SL023646","Protein bicaudal D homolog 1","BICD1","Q96G01","636","BICD1",10,"PASS","Q96G01","636","BICD1","seq.25118.45",TRUE,FALSE,FALSE
"SL012549","Nodal modulator 2","NOMO2","Q5JPE7","283820","NOMO2",0.5,"PASS","Q5JPE7","283820","NOMO2","seq.25121.7",TRUE,TRUE,FALSE
"SL023172","DNA-(apurinic or apyrimidinic site) lyase 2","APEX2","Q9UBZ4","27301","APEX2",10,"PASS","Q9UBZ4","27301","APEX2","seq.25123.198",TRUE,FALSE,FALSE
"SL014672","Zinc finger and BTB domain-containing protein 7A","ZBT7A","O95365","51341","ZBTB7A",10,"PASS","O95365","51341","ZBTB7A","seq.25124.21",TRUE,FALSE,FALSE
"SL020974","SH3 and cysteine-rich domain-containing protein","STAC","Q99469","6769","STAC",10,"PASS","Q99469","6769","STAC","seq.25125.7",TRUE,FALSE,FALSE
"SL023614","E3 ubiquitin-protein ligase HECW2","HECW2","Q9P2P5","57520","HECW2",10,"PASS","Q9P2P5","57520","HECW2","seq.25126.19",TRUE,FALSE,FALSE
"SL025848","Ephrin-B3:Extracellular domain","Ephrin-B3:ECD","Q15768","1949","EFNB3",10,"PASS","Q15768","1949","EFNB3","seq.2514.65",FALSE,TRUE,FALSE
"SL004143","GDNF family receptor alpha-2","GFRa-2","O00451","2675","GFRA2",0.5,"PASS","O00451","2675","GFRA2","seq.2515.14",TRUE,FALSE,FALSE
"SL003193","C-C motif chemokine 21","6Ckine","O00585","6366","CCL21",0.5,"PASS","O00585","6366","CCL21","seq.2516.57",FALSE,FALSE,TRUE
"SL008450","Sodium/potassium-transporting ATPase gamma chain","ATNG","P54710","486","FXYD2",0.5,"PASS","P54710","486","FXYD2","seq.25209.15",FALSE,TRUE,FALSE
"SL007740","Guanine nucleotide-binding protein G(I)/G(S)/G(O) gamma-12 subunit","GBG12","Q9UBI6","55970","GNG12",10,"PASS","Q9UBI6","55970","GNG12","seq.25211.14",TRUE,FALSE,FALSE
"SL023225","Mitochondrial import inner membrane translocase subunit Tim10","TIM10","P62072","26519","TIMM10",10,"PASS","P62072","26519","TIMM10","seq.25215.1",TRUE,FALSE,FALSE
"SL004476","Calgranulin A","Calgranulin A","P05109","6279","S100A8",10,"PASS","P05109","6279","S100A8","seq.25216.8",TRUE,FALSE,TRUE
"SL009248","Sperm protein associated with the nucleus on the X chromosome A","SPANXA","Q9NS26","30014","SPANXA1",10,"PASS","Q9NS26","30014","SPANXA1","seq.25217.35",TRUE,FALSE,FALSE
"SL015380","Signal peptidase complex subunit 1","SPCS1","Q9Y6A9","28972","SPCS1",10,"PASS","Q9Y6A9","28972","SPCS1","seq.25218.10",FALSE,TRUE,FALSE
"SL020936","V-type proton ATPase subunit F","VATF","Q16864","9296","ATP6V1F",10,"PASS","Q16864","9296","ATP6V1F","seq.25219.17",TRUE,FALSE,FALSE
"SL023179","Cysteine-rich tail protein 1","CRTP1","A8MQ03","375791","CYSRT1",10,"PASS","A8MQ03","375791","CYSRT1","seq.25220.8",TRUE,FALSE,FALSE
"SL021546","Ferritin heavy polypeptide-like 17","FHL17","Q9BXU8","53940","FTHL17",10,"PASS","Q9BXU8","53940","FTHL17","seq.25225.14",TRUE,FALSE,FALSE
"SL023731","Transcription elongation factor A protein-like 2","TCAL2","Q9H3H9","140597","TCEAL2",10,"PASS","Q9H3H9","140597","TCEAL2","seq.25227.20",TRUE,FALSE,FALSE
"SL000563","C-C motif chemokine 5","RANTES","P13501","6352","CCL5",10,"PASS","P13501","6352","CCL5","seq.2523.31",FALSE,TRUE,TRUE
"SL011303","EH domain-containing protein 3","EHD3","Q9NZN3","30845","EHD3",0.5,"PASS","Q9NZN3","30845","EHD3","seq.25232.4",TRUE,FALSE,FALSE
"SL023506","Mannose-6-phosphate isomerase","MPI","P34949","4351","MPI",10,"PASS","P34949","4351","MPI","seq.25233.2",TRUE,FALSE,FALSE
"SL023434","Diphthine methyltransferase","DPH7","Q9BTV6","92715","DPH7",10,"PASS","Q9BTV6","92715","DPH7","seq.25235.2",TRUE,FALSE,FALSE
"SL023638","Methyltransferase-like 26","MTL26","Q96S19","84326","METTL26",10,"PASS","Q96S19","84326","METTL26","seq.25236.11",TRUE,FALSE,FALSE
"SL023595","Apoptosis facilitator Bcl-2-like protein 14","B2L14","Q9BZR8","79370","BCL2L14",10,"PASS","Q9BZR8","79370","BCL2L14","seq.25238.6",TRUE,FALSE,FALSE
"SL003280","High mobility group protein B1","HMG-1","P09429","3146","HMGB1",10,"PASS","P09429","3146","HMGB1","seq.2524.56",TRUE,FALSE,FALSE
"SL023403","Protein-lysine N-methyltransferase EEF2KMT","EF2KT","Q96G04","196483","EEF2KMT",10,"PASS","Q96G04","196483","EEF2KMT","seq.25240.1",TRUE,FALSE,FALSE
"SL023499","Ciliogenesis-associated TTC17-interacting protein","CATIP","Q7Z7H3","375307","CATIP",0.5,"PASS","Q7Z7H3","375307","CATIP","seq.25242.12",TRUE,FALSE,FALSE
"SL011243","Probable E3 ubiquitin-protein ligase HECTD3","HECD3","Q5T447","79654","HECTD3",10,"PASS","Q5T447","79654","HECTD3","seq.25244.9",TRUE,FALSE,FALSE
"SL023554","Synembryn-A","RIC8A","Q9NPQ8","60626","RIC8A",0.5,"PASS","Q9NPQ8","60626","RIC8A","seq.25245.22",TRUE,FALSE,FALSE
"SL023596","Armadillo repeat-containing protein 8","ARMC8","Q8IUR7","25852","ARMC8",10,"PASS","Q8IUR7","25852","ARMC8","seq.25247.12",TRUE,FALSE,FALSE
"SL007255","Protein numb homolog","NUMB","P49757","8650","NUMB",10,"PASS","P49757","8650","NUMB","seq.25248.28",TRUE,FALSE,FALSE
"SL023375","Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial","ODPAT","P29803","5161","PDHA2",10,"PASS","P29803","5161","PDHA2","seq.25249.33",TRUE,FALSE,FALSE
"SL018016","Ectonucleotide pyrophosphatase/phosphodiesterase family member 3","ENPP3","O14638","5169","ENPP3",10,"PASS","O14638","5169","ENPP3","seq.25251.6",TRUE,FALSE,TRUE
"SL023183","MTSS1-like protein","MTSSL","Q765P7","92154","MTSS2",10,"PASS","Q765P7","92154","MTSS2","seq.25252.29",TRUE,FALSE,FALSE
"SL010840","Guanine nucleotide-binding protein G(s) subunit alpha isoforms","GNAS","Q5JWF2|P63092","2778|2778","GNAS|GNAS",0.5,"PASS","P63092","2778","GNAS","seq.25253.17",TRUE,FALSE,FALSE
"SL023491","Transmembrane and ubiquitin-like domain-containing protein 1","TMUB1","Q9BVT8","83590","TMUB1",10,"PASS","Q9BVT8","83590","TMUB1","seq.25255.4",TRUE,TRUE,FALSE
"SL003681","Elongation factor 1-alpha 1","EF-1-alpha-1","P68104","1915","EEF1A1",0.5,"PASS","P68104","1915","EEF1A1","seq.25256.153",TRUE,FALSE,FALSE
"SL003681","Elongation factor 1-alpha 1","EF-1-alpha-1","P68104","1915","EEF1A1",10,"PASS","P68104","1915","EEF1A1","seq.25256.23",TRUE,FALSE,FALSE
"SL009568","Oligodendrocyte transcription factor 1","OLIG1","Q8TAK6","116448","OLIG1",10,"PASS","Q8TAK6","116448","OLIG1","seq.25257.162",TRUE,FALSE,FALSE
"SL023556","Spermatogenesis-associated protein 5","SPAT5","Q8NB90","166378","SPATA5",10,"PASS","Q8NB90","166378","SPATA5","seq.25258.41",TRUE,FALSE,FALSE
"SL023286","Uncharacterized protein C17orf62","CQ062","Q9BQA9","79415","CYBC1",10,"PASS","Q9BQA9","79415","CYBC1","seq.25259.7",TRUE,TRUE,FALSE
"SL012564","Uncharacterized protein C15orf17","CO017","Q5XKK7","57184","FAM219B",10,"PASS","Q5XKK7","57184","FAM219B","seq.25260.62",TRUE,FALSE,FALSE
"SL023719","Ankyrin repeat and SAM domain-containing protein 3","ANKS3","Q6ZW76","124401","ANKS3",10,"PASS","Q6ZW76","124401","ANKS3","seq.25261.42",TRUE,FALSE,FALSE
"SL011161","Centromere/kinetochore protein zw10 homolog","ZW10","O43264","9183","ZW10",0.5,"PASS","O43264","9183","ZW10","seq.25262.6",TRUE,FALSE,FALSE
"SL006637","Rho GTPase-activating protein 24","RHG24","Q8N264","83478","ARHGAP24",10,"PASS","Q8N264","83478","ARHGAP24","seq.25263.4",TRUE,FALSE,FALSE
"SL004094","SHIP","SHIP","Q92835","3635","INPP5D",10,"PASS","Q92835","3635","INPP5D","seq.25264.102",TRUE,FALSE,FALSE
"SL021943","Formin-binding protein 1","FNBP1","Q96RU3","23048","FNBP1",10,"PASS","Q96RU3","23048","FNBP1","seq.25265.8",TRUE,FALSE,FALSE
"SL023575","Oxysterol-binding protein-related protein 1","OSBL1","Q9BXW6","114876","OSBPL1A",10,"PASS","Q9BXW6","114876","OSBPL1A","seq.25266.14",TRUE,FALSE,FALSE
"SL014614","Heat shock 70 kDa protein 12A","HS12A","O43301","259217","HSPA12A",0.5,"PASS","O43301","259217","HSPA12A","seq.25267.10",TRUE,FALSE,FALSE
"SL021465","Nardilysin","NRDC","O43847","4898","NRDC",10,"PASS","O43847","4898","NRDC","seq.25269.10",TRUE,FALSE,FALSE
"SL013764","Probable transcription factor PML","PML","P29590","5371","PML",10,"PASS","P29590","5371","PML","seq.25270.3",TRUE,FALSE,FALSE
"SL023593","Cadherin-23","CAD23","Q9H251","64072","CDH23",0.5,"PASS","Q9H251","64072","CDH23","seq.25272.17",TRUE,TRUE,FALSE
"SL004895","Caldesmon","Caldesmon","Q05682","800","CALD1",10,"PASS","Q05682","800","CALD1","seq.25273.80",TRUE,FALSE,FALSE
"SL021521","Ankyrin repeat domain-containing protein 2","ANKR2","Q9GZV1","26287","ANKRD2",10,"PASS","Q9GZV1","26287","ANKRD2","seq.25274.2",TRUE,FALSE,FALSE
"SL007298","Histone deacetylase 4","HDAC4","P56524","9759","HDAC4",10,"PASS","P56524","9759","HDAC4","seq.25275.30",TRUE,FALSE,FALSE
"SL023438","Rab-like protein 6","RABL6","Q3YEC7","55684","RABL6",10,"PASS","Q3YEC7","55684","RABL6","seq.25276.32",TRUE,FALSE,FALSE
"SL023690","Pantothenate kinase 1","PANK1","Q8TE04","53354","PANK1",10,"PASS","Q8TE04","53354","PANK1","seq.25277.51",TRUE,FALSE,FALSE
"SL011159","Rho GTPase-activating protein 6","RHG06","O43182","395","ARHGAP6",10,"PASS","O43182","395","ARHGAP6","seq.25278.41",TRUE,FALSE,FALSE
"SL023268","Nuclear valosin-containing protein-like","NVL","O15381","4931","NVL",10,"PASS","O15381","4931","NVL","seq.25279.44",TRUE,FALSE,FALSE
"SL023160","LIM domain-containing protein 1","LIMD1","Q9UGP4","8994","LIMD1",10,"PASS","Q9UGP4","8994","LIMD1","seq.25280.2",TRUE,FALSE,FALSE
"SL023587","Dipeptidyl peptidase 8","DPP8","Q6V1X1","54878","DPP8",10,"PASS","Q6V1X1","54878","DPP8","seq.25281.50",TRUE,FALSE,FALSE
"SL014591","Antizyme inhibitor 1","AZIN1","O14977","51582","AZIN1",10,"PASS","O14977","51582","AZIN1","seq.25282.6",TRUE,FALSE,FALSE
"SL019945","Catenin alpha-3","CTNA3","Q9UI47","29119","CTNNA3",10,"PASS","Q9UI47","29119","CTNNA3","seq.25283.2",TRUE,FALSE,FALSE
"SL022666","Ubiquitin-like modifier-activating enzyme 6","UBA6","A0AVT1","55236","UBA6",10,"PASS","A0AVT1","55236","UBA6","seq.25284.47",TRUE,FALSE,FALSE
"SL023668","Kelch repeat and BTB domain-containing protein 11","KBTBB","O94819","9920","KBTBD11",10,"PASS","O94819","9920","KBTBD11","seq.25285.14",TRUE,FALSE,FALSE
"SL023562","Rab GTPase-activating protein 1-like","RBG1L","Q5R372","9910","RABGAP1L",10,"PASS","Q5R372","9910","RABGAP1L","seq.25286.33",TRUE,TRUE,FALSE
"SL010128","Eukaryotic translation initiation factor 4 gamma 1","IF4G1","Q04637","1981","EIF4G1",0.5,"PASS","Q04637","1981","EIF4G1","seq.25287.7",TRUE,FALSE,FALSE
"SL023561","Dimethylaniline monooxygenase [N-oxide-forming] 3","FMO3","P31513","2328","FMO3",10,"PASS","P31513","2328","FMO3","seq.25288.16",TRUE,TRUE,FALSE
"SL023671","Pleckstrin homology domain-containing family M member 2","PKHM2","Q8IWE5","23207","PLEKHM2",10,"PASS","Q8IWE5","23207","PLEKHM2","seq.25291.27",TRUE,FALSE,FALSE
"SL012601","Carboxylesterase 3","EST3","Q6UWW8","23491","CES3",10,"PASS","Q6UWW8","23491","CES3","seq.25292.4",TRUE,FALSE,FALSE
"SL012601","Carboxylesterase 3","EST3","Q6UWW8","23491","CES3",0.5,"PASS","Q6UWW8","23491","CES3","seq.25292.6",TRUE,FALSE,FALSE
"SL023165","Angiomotin","AMOT","Q4VCS5","154796","AMOT",10,"PASS","Q4VCS5","154796","AMOT","seq.25296.3",TRUE,FALSE,FALSE
"SL023254","SH3 and PX domain-containing protein 2B","SPD2B","A1X283","285590","SH3PXD2B",10,"PASS","A1X283","285590","SH3PXD2B","seq.25297.11",TRUE,FALSE,FALSE
"SL023244","Lysine-specific demethylase 4C","KDM4C","Q9H3R0","23081","KDM4C",10,"PASS","Q9H3R0","23081","KDM4C","seq.25298.53",TRUE,FALSE,FALSE
"SL023692","Nuclear receptor coactivator 7","NCOA7","Q8NI08","135112","NCOA7",10,"PASS","Q8NI08","135112","NCOA7","seq.25299.11",TRUE,FALSE,FALSE
"SL007743","Mucosa-associated lymphoid tissue lymphoma translocation protein 1","MALT1","Q9UDY8","10892","MALT1",10,"PASS","Q9UDY8","10892","MALT1","seq.25300.39",TRUE,FALSE,FALSE
"SL018896","Dual specificity tyrosine-phosphorylation-regulated kinase 1A","DYR1A","Q13627","1859","DYRK1A",10,"PASS","Q13627","1859","DYRK1A","seq.25301.48",TRUE,FALSE,FALSE
"SL003741","DAXX","DAXX","Q9UER7","1616","DAXX",10,"PASS","Q9UER7","1616","DAXX","seq.25306.51",TRUE,FALSE,FALSE
"SL023294","WD repeat-containing protein 18","WDR18","Q9BV38","57418","WDR18",0.5,"PASS","Q9BV38","57418","WDR18","seq.25307.8",TRUE,FALSE,FALSE
"SL013795","LIM domain kinase 1","LIMK1","P53667","3984","LIMK1",0.5,"PASS","P53667","3984","LIMK1","seq.25308.8",TRUE,FALSE,FALSE
"SL023701","Coiled-coil domain-containing protein 140","CC140","Q96MF4","151278","CCDC140",10,"PASS","Q96MF4","151278","CCDC140","seq.25409.5",TRUE,FALSE,FALSE
"SL006726","FXYD domain-containing ion transport regulator 6","FXYD6","Q9H0Q3","53826","FXYD6",10,"PASS","Q9H0Q3","53826","FXYD6","seq.25412.53",FALSE,TRUE,FALSE
"SL004257","G antigen 2","GAGE-2","Q13066","2574","GAGE2B",0.5,"PASS","Q13066","2574","GAGE2C","seq.25413.80",NA,NA,NA
"SL023597","Late cornified envelope protein 3B","LCE3B","Q5TA77","353143","LCE3B",10,"PASS","Q5TA77","353143","LCE3B","seq.25414.11",TRUE,FALSE,FALSE
"SL008298","Periaxin","PRAX","Q9BXM0","57716","PRX",10,"PASS","Q9BXM0","57716","PRX","seq.25416.5",TRUE,FALSE,FALSE
"SL023611","Sperm protein associated with the nucleus on the X chromosome N4","SPXN4","Q5MJ08","441525","SPANXN4",10,"PASS","Q5MJ08","441525","SPANXN4","seq.25419.59",TRUE,FALSE,FALSE
"SL023655","Ribonuclease P protein subunit p40","RPP40","O75818","10799","RPP40",10,"PASS","O75818","10799","RPP40","seq.25422.58",TRUE,FALSE,FALSE
"SL018437","Synaptotagmin-12","SYT12","Q8IV01","91683","SYT12",10,"PASS","Q8IV01","91683","SYT12","seq.25424.234",TRUE,FALSE,FALSE
"SL023624","Interferon-related developmental regulator 1","IFRD1","O00458","3475","IFRD1",10,"PASS","O00458","3475","IFRD1","seq.25428.103",TRUE,TRUE,FALSE
"SL023200","Putative methyltransferase NSUN6","NSUN6","Q8TEA1","221078","NSUN6",10,"PASS","Q8TEA1","221078","NSUN6","seq.25433.25",TRUE,FALSE,FALSE
"SL019765","Saccharopine dehydrogenase-like oxidoreductase","SCPDL","Q8NBX0","51097","SCCPDH",10,"PASS","Q8NBX0","51097","SCCPDH","seq.25436.44",FALSE,TRUE,FALSE
"SL023455","Ankyrin repeat and MYND domain-containing protein 2","ANKY2","Q8IV38","57037","ANKMY2",10,"PASS","Q8IV38","57037","ANKMY2","seq.25437.18",TRUE,FALSE,FALSE
"SL013141","5'-nucleotidase domain-containing protein 1","NT5D1","Q5TFE4","221294","NT5DC1",10,"PASS","Q5TFE4","221294","NT5DC1","seq.25438.288",TRUE,FALSE,FALSE
"SL023696","Type I inositol 1,4,5-trisphosphate 5-phosphatase","I5P1","Q14642","3632","INPP5A",10,"PASS","Q14642","3632","INPP5A","seq.25444.29",TRUE,FALSE,FALSE
"SL010912","Protein DDI1 homolog 2","DDI2","Q5TDH0","84301","DDI2",10,"PASS","Q5TDH0","84301","DDI2","seq.25446.34",TRUE,FALSE,FALSE
"SL023187","Transcriptional coactivator YAP1","YAP1","P46937","10413","YAP1",10,"PASS","P46937","10413","YAP1","seq.25451.39",TRUE,FALSE,FALSE
"SL023718","Myb/SANT-like DNA-binding domain-containing protein 2","MSD2","Q6P1R3","79684","MSANTD2",10,"PASS","Q6P1R3","79684","MSANTD2","seq.25452.16",TRUE,FALSE,FALSE
"SL023269","Ropporin-1B","ROP1B","Q9BZX4","152015","ROPN1B",10,"PASS","Q9BZX4","152015","ROPN1B","seq.25453.57",TRUE,FALSE,FALSE
"SL014851","Protein arginine N-methyltransferase 2","ANM2","P55345","3275","PRMT2",10,"PASS","P55345","3275","PRMT2","seq.25454.38",TRUE,FALSE,FALSE
"SL010955","26S protease regulatory subunit 8","PRS8","P62195","5705","PSMC5",10,"PASS","P62195","5705","PSMC5","seq.25456.73",TRUE,FALSE,FALSE
